,yyyymm,trade_date,permno,ticker,price,ret,vol,shrout
0,201501,2015-01-30,90401,ARCC,16.65,0.066966,499573.0,314108.0
1,201502,2015-02-27,90401,ARCC,17.3,0.039039,386332.0,314108.0
2,201503,2015-03-31,90401,ARCC,17.17,0.017341,452024.0,314469.0
3,201504,2015-04-30,90401,ARCC,17.02,-0.008736,378093.0,314469.0
4,201505,2015-05-29,90401,ARCC,16.75,-0.015864,358205.0,314469.0
5,201506,2015-06-30,90401,ARCC,16.46,0.005373,335775.0,314469.0
6,201507,2015-07-31,90401,ARCC,16.09,-0.022479,262802.0,314469.0
7,201508,2015-08-31,90401,ARCC,15.77,-0.019888,384468.0,314469.0
8,201509,2015-09-30,90401,ARCC,14.48,-0.057705,435538.0,314469.0
9,201510,2015-10-30,90401,ARCC,15.23,0.051796,319545.0,314469.0
10,201511,2015-11-30,90401,ARCC,15.82,0.038739,203390.0,314469.0
11,201512,2015-12-31,90401,ARCC,14.25,-0.075221,501581.0,314347.0
12,201601,2016-01-29,90401,ARCC,13.9,-0.024561,409569.0,314347.0
13,201602,2016-02-29,90401,ARCC,13.66,-0.017266,439261.0,314347.0
14,201603,2016-03-31,90401,ARCC,14.84,0.114202,360190.0,313954.0
15,201604,2016-04-29,90401,ARCC,15.19,0.023585,232295.0,313954.0
16,201605,2016-05-31,90401,ARCC,14.84,-0.023041,380216.0,313954.0
17,201606,2016-06-30,90401,ARCC,14.2,-0.01752,557512.0,313954.0
18,201607,2016-07-29,90401,ARCC,15.14,0.066197,504877.0,313954.0
19,201608,2016-08-31,90401,ARCC,16.16,0.067371,389275.0,313954.0
20,201609,2016-09-30,90401,ARCC,15.5,-0.017327,506851.0,313954.0
21,201610,2016-10-31,90401,ARCC,15.3,-0.012903,395050.0,313954.0
22,201611,2016-11-30,90401,ARCC,16.04,0.048366,446890.0,313954.0
23,201612,2016-12-30,90401,ARCC,16.49,0.051746,642104.0,314000.0
24,201701,2017-01-31,90401,ARCC,16.9,0.024864,776771.0,425941.0
25,201702,2017-02-28,90401,ARCC,17.75,0.050296,548270.0,425941.0
26,201703,2017-03-31,90401,ARCC,17.38,0.000563,557690.0,426000.0
27,201704,2017-04-28,90401,ARCC,17.6,0.012658,268742.0,426299.0
28,201705,2017-05-31,90401,ARCC,16.65,-0.053977,543956.0,426299.0
29,201706,2017-06-30,90401,ARCC,16.38,0.006607,386339.0,426000.0
30,201707,2017-07-31,90401,ARCC,16.39,0.000611,237724.0,426299.0
31,201708,2017-08-31,90401,ARCC,16.06,-0.020134,324195.0,426299.0
32,201709,2017-09-29,90401,ARCC,16.39,0.044209,438414.0,426000.0
33,201710,2017-10-31,90401,ARCC,16.08,-0.018914,319491.0,426299.0
34,201711,2017-11-30,90401,ARCC,16.22,0.008706,342084.0,426299.0
35,201712,2017-12-29,90401,ARCC,15.72,-0.007398,457441.0,426000.0
36,201801,2018-01-31,90401,ARCC,15.95,0.014631,375390.0,426000.0
37,201802,2018-02-28,90401,ARCC,15.79,-0.010031,445461.0,426299.0
38,201803,2018-03-29,90401,ARCC,15.87,0.029132,558484.0,426000.0
39,201804,2018-04-30,90401,ARCC,16.04,0.010712,313801.0,426298.0
40,201805,2018-05-31,90401,ARCC,16.88,0.052369,403165.0,426298.0
41,201806,2018-06-29,90401,ARCC,16.45,-0.002962,438239.0,426000.0
42,201807,2018-07-31,90401,ARCC,16.85,0.024316,299950.0,426298.0
43,201808,2018-08-31,90401,ARCC,17.46,0.036202,310978.0,426298.0
44,201809,2018-09-28,90401,ARCC,17.19,0.006873,333862.0,426000.0
45,201810,2018-10-31,90401,ARCC,17.16,-0.001745,443525.0,426298.0
46,201811,2018-11-30,90401,ARCC,17.04,-0.006993,401430.0,426298.0
47,201812,2018-12-31,90401,ARCC,15.58,-0.062794,743813.0,426000.0
48,201901,2019-01-31,90401,ARCC,16.3,0.046213,474841.0,426000.0
49,201902,2019-02-28,90401,ARCC,17.32,0.062577,421303.0,426298.0
50,201903,2019-03-29,90401,ARCC,17.14,0.013857,429471.0,426000.0
51,201904,2019-04-30,90401,ARCC,18.0,0.050175,288410.0,426298.0
52,201905,2019-05-31,90401,ARCC,17.56,-0.024445,327615.0,426298.0
53,201906,2019-06-28,90401,ARCC,17.94,0.045558,409590.0,427000.0
54,201907,2019-07-31,90401,ARCC,18.57,0.035117,280842.0,426721.0
55,201908,2019-08-30,90401,ARCC,18.86,0.015617,378671.0,426721.0
56,201909,2019-09-30,90401,ARCC,18.635,0.010339,323990.0,427000.0
57,201910,2019-10-31,90401,ARCC,18.3,-0.017977,338663.0,427194.0
58,201911,2019-11-29,90401,ARCC,18.73,0.023497,322667.0,427194.0
59,201912,2019-12-31,90401,ARCC,18.65,0.018153,459596.0,431000.0
60,202001,2020-01-31,90401,ARCC,18.82,0.009115,372356.0,431000.0
61,202002,2020-02-28,90401,ARCC,17.19,-0.08661,584534.0,431076.0
62,202003,2020-03-31,90401,ARCC,10.78,-0.349622,1757107.0,423000.0
63,202004,2020-04-30,90401,ARCC,12.84,0.191095,927322.0,422622.0
64,202005,2020-05-29,90401,ARCC,14.75,0.148754,538147.0,422622.0
65,202006,2020-06-30,90401,ARCC,14.45,0.00678,608953.0,423000.0
66,202007,2020-07-31,90401,ARCC,14.1,-0.024221,403269.0,423000.0
67,202008,2020-08-31,90401,ARCC,14.71,0.043262,454686.0,422622.0
68,202009,2020-09-30,90401,ARCC,13.95,-0.024473,508698.0,423000.0
69,202010,2020-10-30,90401,ARCC,13.83,-0.008602,384065.0,422622.0
70,202011,2020-11-30,90401,ARCC,16.48,0.191612,413989.0,422622.0
71,202012,2020-12-31,90401,ARCC,16.89,0.049151,439214.0,423000.0
72,202101,2021-01-29,90401,ARCC,17.3,0.024275,343344.0,423000.0
73,202102,2021-02-26,90401,ARCC,18.33,0.059538,512233.0,422853.0
74,202103,2021-03-31,90401,ARCC,18.71,0.042553,537548.0,437000.0
75,202104,2021-04-30,90401,ARCC,19.25,0.028862,351045.0,437359.0
76,202105,2021-05-28,90401,ARCC,19.47,0.011429,400830.0,437359.0
77,202106,2021-06-30,90401,ARCC,19.59,0.026708,519256.0,445000.0
78,202107,2021-07-30,90401,ARCC,19.97,0.019398,469067.0,445866.0
79,202108,2021-08-31,90401,ARCC,19.9,-0.003505,423832.0,445866.0
80,202109,2021-09-30,90401,ARCC,20.33,0.042211,467172.0,461000.0
81,202110,2021-10-29,90401,ARCC,21.44,0.054599,342411.0,460754.0
82,202111,2021-11-30,90401,ARCC,20.26,-0.055037,417185.0,460754.0
83,202112,2021-12-31,90401,ARCC,21.19,0.06614,562750.0,468000.0
84,202201,2022-01-31,90401,ARCC,22.1,0.042945,992030.0,468000.0
85,202202,2022-02-28,90401,ARCC,21.84,-0.011765,561511.0,478883.0
86,202203,2022-03-31,90401,ARCC,20.95,-0.020147,929441.0,493000.0
87,202204,2022-04-29,90401,ARCC,20.27,-0.032458,737256.0,492782.0
88,202205,2022-05-31,90401,ARCC,19.38,-0.043907,848490.0,494654.0
89,202206,2022-06-30,90401,ARCC,17.93,-0.0516,703792.0,496000.0
90,202207,2022-07-29,90401,ARCC,19.39,0.081428,556166.0,496238.0
91,202208,2022-08-31,90401,ARCC,19.64,0.012893,465803.0,496238.0
92,202209,2022-09-30,90401,ARCC,16.88,-0.117108,658410.0,508000.0
93,202210,2022-10-31,90401,ARCC,19.43,0.151066,575311.0,508259.0
94,202211,2022-11-30,90401,ARCC,19.65,0.011323,512198.0,508259.0
95,202212,2022-12-30,90401,ARCC,18.47,-0.034097,564449.0,519000.0
96,202301,2023-01-31,90401,ARCC,19.37,0.048728,618119.0,519000.0
97,202302,2023-02-28,90401,ARCC,19.36,-0.000516,581172.0,531369.0
98,202303,2023-03-31,90401,ARCC,18.275,-0.03125,987285.0,545000.0
99,202304,2023-04-28,90401,ARCC,18.48,0.011218,557601.0,544581.0
100,202305,2023-05-31,90401,ARCC,18.74,0.014069,466245.0,544581.0
101,202306,2023-06-30,90401,ARCC,18.79,0.028282,800755.0,557000.0
102,202307,2023-07-31,90401,ARCC,19.6,0.043108,723916.0,557379.0
103,202308,2023-08-31,90401,ARCC,19.49,-0.005612,527027.0,557379.0
104,202309,2023-09-29,90401,ARCC,19.47,0.023602,532793.0,569000.0
105,202310,2023-10-31,90401,ARCC,18.96,-0.026194,641801.0,569437.0
106,202311,2023-11-30,90401,ARCC,19.82,0.045359,542604.0,569437.0
107,202312,2023-12-29,90401,ARCC,20.03,0.034813,906556.0,582000.0
108,202401,2024-01-31,90401,ARCC,20.23,0.009985,687381.0,582000.0
109,202402,2024-02-29,90401,ARCC,20.23,0.0,865322.0,582311.0
110,202403,2024-03-28,90401,ARCC,20.82,0.052892,784107.0,608000.0
111,202404,2024-04-30,90401,ARCC,20.61,-0.010086,568351.0,607764.0
112,202405,2024-05-31,90401,ARCC,21.57,0.046579,749861.0,614518.0
113,202406,2024-06-28,90401,ARCC,20.84,-0.01159,737950.0,630000.0
114,202407,2024-07-31,90401,ARCC,20.94,0.004798,562162.0,630387.0
115,202408,2024-08-30,90401,ARCC,21.08,0.006686,720662.0,630387.0
116,202409,2024-09-30,90401,ARCC,20.94,0.016129,793694.0,646000.0
117,202410,2024-10-31,90401,ARCC,21.14,0.009551,572243.0,646076.0
118,202411,2024-11-29,90401,ARCC,22.15,0.047777,762133.0,646076.0
119,202412,2024-12-31,90401,ARCC,21.89,0.009932,1101299.0,646076.0
120,201501,2015-01-30,92309,MAIN,28.99,-0.002736,45565.0,44945.0
121,201502,2015-02-27,92309,MAIN,30.95,0.073474,31615.0,45160.0
122,201503,2015-03-31,92309,MAIN,30.9,0.004039,64882.0,48960.0
123,201504,2015-04-30,92309,MAIN,31.33,0.019579,30771.0,48960.0
124,201505,2015-05-29,92309,MAIN,30.87,-0.009097,37513.0,49845.0
125,201506,2015-06-30,92309,MAIN,31.91,0.048267,44991.0,49845.0
126,201507,2015-07-31,92309,MAIN,30.39,-0.04215,48701.0,49845.0
127,201508,2015-08-31,92309,MAIN,28.09,-0.069924,80554.0,49989.0
128,201509,2015-09-30,92309,MAIN,26.66,-0.0445,57270.0,49989.0
129,201510,2015-10-30,92309,MAIN,29.98,0.131283,57636.0,49989.0
130,201511,2015-11-30,92309,MAIN,31.91,0.07038,55722.0,50131.0
131,201512,2015-12-31,92309,MAIN,29.08,-0.074428,73450.0,50131.0
132,201601,2016-01-29,92309,MAIN,28.89,-0.000344,76026.0,50131.0
133,201602,2016-02-29,92309,MAIN,29.42,0.024576,57545.0,50496.0
134,201603,2016-03-31,92309,MAIN,31.35,0.07172,60423.0,50496.0
135,201604,2016-04-29,92309,MAIN,31.22,0.001595,42208.0,50496.0
136,201605,2016-05-31,92309,MAIN,32.16,0.035875,41532.0,51221.0
137,201606,2016-06-30,92309,MAIN,32.85,0.035603,60059.0,51221.0
138,201607,2016-07-29,92309,MAIN,33.45,0.023744,44125.0,51221.0
139,201608,2016-08-31,92309,MAIN,34.36,0.032586,62057.0,52448.0
140,201609,2016-09-30,92309,MAIN,34.33,0.004511,48620.0,52448.0
141,201610,2016-10-31,92309,MAIN,33.56,-0.017041,43414.0,52448.0
142,201611,2016-11-30,92309,MAIN,36.42,0.090733,72905.0,53036.0
143,201612,2016-12-30,92309,MAIN,36.77,0.022241,60801.0,53036.0
144,201701,2017-01-31,92309,MAIN,35.39,-0.032499,69506.0,53036.0
145,201702,2017-02-28,92309,MAIN,36.99,0.050438,48296.0,55275.0
146,201703,2017-03-31,92309,MAIN,38.27,0.039605,55767.0,55275.0
147,201704,2017-04-28,92309,MAIN,40.04,0.051084,47028.0,55275.0
148,201705,2017-05-31,92309,MAIN,38.12,-0.043332,74065.0,55923.0
149,201706,2017-06-30,92309,MAIN,38.46,0.020986,47272.0,55923.0
150,201707,2017-07-31,92309,MAIN,38.75,0.012351,29759.0,56811.0
151,201708,2017-08-31,92309,MAIN,39.19,0.016129,47349.0,56811.0
152,201709,2017-09-29,92309,MAIN,39.75,0.019138,41395.0,56811.0
153,201710,2017-10-31,92309,MAIN,40.17,0.015346,40217.0,56811.0
154,201711,2017-11-30,92309,MAIN,40.35,0.009211,40961.0,58098.0
155,201712,2017-12-29,92309,MAIN,39.73,-0.003841,44837.0,58098.0
156,201801,2018-01-31,92309,MAIN,37.96,-0.039768,77620.0,58098.0
157,201802,2018-02-28,92309,MAIN,35.59,-0.057429,74399.0,58754.0
158,201803,2018-03-29,92309,MAIN,36.9,0.042147,54628.0,58754.0
159,201804,2018-04-30,92309,MAIN,37.76,0.028455,45306.0,58754.0
160,201805,2018-05-31,92309,MAIN,38.42,0.022511,46764.0,59448.0
161,201806,2018-06-29,92309,MAIN,38.06,0.002733,47905.0,59448.0
162,201807,2018-07-31,92309,MAIN,39.45,0.041513,36307.0,59448.0
163,201808,2018-08-31,92309,MAIN,40.36,0.027883,41552.0,60582.0
164,201809,2018-09-28,92309,MAIN,38.5,-0.041254,39401.0,60582.0
165,201810,2018-10-31,92309,MAIN,37.33,-0.025325,66529.0,60582.0
166,201811,2018-11-30,92309,MAIN,38.25,0.029869,52102.0,60994.0
167,201812,2018-12-31,92309,MAIN,33.81,-0.103791,75688.0,60994.0
168,201901,2019-01-31,92309,MAIN,36.87,0.096273,49391.0,60994.0
169,201902,2019-02-28,92309,MAIN,39.02,0.063602,47712.0,60994.0
170,201903,2019-03-29,92309,MAIN,37.2,-0.041517,60769.0,61888.0
171,201904,2019-04-30,92309,MAIN,39.47,0.066398,39251.0,59388.0
172,201905,2019-05-31,92309,MAIN,39.64,0.009374,50826.0,62721.0
173,201906,2019-06-28,92309,MAIN,41.12,0.048814,44245.0,62721.0
174,201907,2019-07-31,92309,MAIN,42.7,0.04341,47780.0,62721.0
175,201908,2019-08-30,92309,MAIN,44.11,0.037822,58877.0,63135.0
176,201909,2019-09-30,92309,MAIN,43.21,-0.015756,49600.0,63135.0
177,201910,2019-10-31,92309,MAIN,43.05,0.001041,52032.0,63135.0
178,201911,2019-11-29,92309,MAIN,43.11,0.006156,51835.0,63425.0
179,201912,2019-12-31,92309,MAIN,43.11,0.010322,50029.0,63425.0
180,202001,2020-01-31,92309,MAIN,43.07,0.003827,52977.0,63425.0
181,202002,2020-02-28,92309,MAIN,36.93,-0.137799,93936.0,64401.0
182,202003,2020-03-31,92309,MAIN,20.51,-0.439074,316052.0,64416.0
183,202004,2020-04-30,92309,MAIN,26.08,0.28157,229569.0,64416.0
184,202005,2020-05-29,92309,MAIN,31.2,0.204179,110260.0,64883.0
185,202006,2020-06-30,92309,MAIN,31.13,0.004327,105436.0,64883.0
186,202007,2020-07-31,92309,MAIN,30.31,-0.019756,74377.0,64883.0
187,202008,2020-08-31,92309,MAIN,30.27,0.005444,70442.0,65865.0
188,202009,2020-09-30,92309,MAIN,29.57,-0.016353,69269.0,65865.0
189,202010,2020-10-30,92309,MAIN,27.39,-0.066791,75547.0,65865.0
190,202011,2020-11-30,92309,MAIN,31.15,0.144761,77937.0,66273.0
191,202012,2020-12-31,92309,MAIN,32.26,0.035634,101789.0,66273.0
192,202101,2021-01-29,92309,MAIN,31.82,-0.00093,85288.0,66273.0
193,202102,2021-02-26,92309,MAIN,36.68,0.159177,79505.0,67963.0
194,202103,2021-03-31,92309,MAIN,39.15,0.072928,83340.0,67968.0
195,202104,2021-04-30,92309,MAIN,42.59,0.093103,61225.0,67968.0
196,202105,2021-05-28,92309,MAIN,41.12,-0.029702,75795.0,68227.0
197,202106,2021-06-30,92309,MAIN,41.09,0.004256,65357.0,68227.0
198,202107,2021-07-30,92309,MAIN,41.12,0.005719,49499.0,68227.0
199,202108,2021-08-31,92309,MAIN,41.59,0.016415,54001.0,68611.0
200,202109,2021-09-30,92309,MAIN,41.1,-0.006732,55956.0,68611.0
201,202110,2021-10-29,92309,MAIN,43.82,0.07129,44928.0,68611.0
202,202111,2021-11-30,92309,MAIN,44.44,0.018941,62243.0,69583.0
203,202112,2021-12-31,92309,MAIN,44.86,0.011701,61854.0,69583.0
204,202201,2022-01-31,92309,MAIN,44.24,-0.009028,74589.0,69583.0
205,202202,2022-02-28,92309,MAIN,43.64,-0.008703,61101.0,69583.0
206,202203,2022-03-31,92309,MAIN,42.64,-0.01627,79140.0,71692.0
207,202204,2022-04-29,92309,MAIN,40.24,-0.051243,64596.0,71692.0
208,202205,2022-05-31,92309,MAIN,38.13,-0.047093,84503.0,72979.0
209,202206,2022-06-30,92309,MAIN,38.53,0.018096,99135.0,72979.0
210,202207,2022-07-29,92309,MAIN,45.02,0.17402,65784.0,72979.0
211,202208,2022-08-31,92309,MAIN,41.74,-0.068081,86456.0,75076.0
212,202209,2022-09-30,92309,MAIN,33.64,-0.186512,80166.0,75076.0
213,202210,2022-10-31,92309,MAIN,36.94,0.104637,75348.0,75076.0
214,202211,2022-11-30,92309,MAIN,38.24,0.041148,61643.0,77254.0
215,202212,2022-12-30,92309,MAIN,36.95,-0.025366,62023.0,77254.0
216,202301,2023-01-31,92309,MAIN,39.53,0.075913,61831.0,77254.0
217,202302,2023-02-28,92309,MAIN,42.49,0.080572,63996.0,77254.0
218,202303,2023-03-31,92309,MAIN,39.46,-0.061897,81188.0,79550.0
219,202304,2023-04-28,92309,MAIN,40.52,0.032565,54349.0,79550.0
220,202305,2023-05-31,92309,MAIN,39.66,-0.015671,78379.0,80467.0
221,202306,2023-06-30,92309,MAIN,40.03,0.020676,93996.0,80467.0
222,202307,2023-07-31,92309,MAIN,42.27,0.061704,85930.0,80467.0
223,202308,2023-08-31,92309,MAIN,40.34,-0.040218,80979.0,82428.0
224,202309,2023-09-29,92309,MAIN,40.63,0.019708,63214.0,82428.0
225,202310,2023-10-31,92309,MAIN,38.13,-0.055747,77894.0,82428.0
226,202311,2023-11-30,92309,MAIN,41.33,0.090087,79391.0,83745.0
227,202312,2023-12-29,92309,MAIN,43.23,0.058311,74274.0,83745.0
228,202401,2024-01-31,92309,MAIN,45.28,0.052973,75751.0,83745.0
229,202402,2024-02-29,92309,MAIN,45.71,0.014797,76017.0,84980.0
230,202403,2024-03-28,92309,MAIN,47.31,0.046817,70339.0,84980.0
231,202404,2024-04-30,92309,MAIN,49.6,0.053477,69055.0,84980.0
232,202405,2024-05-31,92309,MAIN,49.0,-0.007258,88345.0,85716.0
233,202406,2024-06-28,92309,MAIN,50.49,0.041429,65874.0,85716.0
234,202407,2024-07-31,92309,MAIN,51.18,0.018519,75257.0,85716.0
235,202408,2024-08-30,92309,MAIN,49.4,-0.029992,96652.0,87074.0
236,202409,2024-09-30,92309,MAIN,50.14,0.026012,69109.0,87074.0
237,202410,2024-10-31,92309,MAIN,51.34,0.028819,73126.0,87074.0
238,202411,2024-11-29,92309,MAIN,55.47,0.085216,88129.0,88178.0
239,202412,2024-12-31,92309,MAIN,58.58,0.065892,93211.0,88178.0
